id,label,size,degree,centrality,x,y
universidade-federal-de-santa-catarina-ufsc-centro-tecnologico-ctc-departamento-de-engenharia-e-gestão-do-conhecimento-degc-nucleo-de-estudos-em-inteligencia-gestão-e-tecnologias-para-inovacão-igti,"Universidade Federal de Santa Catarina (UFSC); Centro Tecnológico (CTC); Departamento de Engenharia e Gestão do Conhecimento (dEGC); Núcleo de Estudos em Inteligência, Gestão e Tecnologias para Inovação (IGTI)",4,4,0,12.398062000252782,14.80811059878193
rede-de-observatorio-social-do-brasil,Rede De Observatorio Social Do Brasil,6,6,0,7.9580236159098545,29.297251879141896
wheels,Wheels,0,0,0,45.048511079635595,29.899138535537013
mismatica-management-sistemas-de-gestion-mismatica-chile-limitada,Mismatica Management (Sistemas De Gestión Mismatica Chile Limitada),1,1,0,23.954328788830548,16.829949881811036
servicios-universitarios-y-redes-de-conocimiento-en-oaxaca-a-c,Servicios Universitarios Y Redes De Conocimiento En Oaxaca A C,0,0,0,49.06068210005997,14.4453221640621
olmeca-soy,Olmeca Soy,0,0,0,23.539374644293407,40.00162470046076
responsible-business-alliance-rba,Responsible Business Alliance (Rba),2,2,0,33.970281871034125,15.207175402256748
fundacion-corona,Fundación Corona,3,3,186,14.437484899675207,15.64055074340058
civica-digital,Cívica Digital civica-digital-mexico-sapi-de-cv,2,2,1,40.54352829856128,12.053371549731585
codeni,Codeni,0,0,0,21.532106478212476,40.70791777581229
akredito,Akredito,0,0,0,46.50916177909651,26.456817005606727
techo,Techo,3,3,64,15.66402291423538,9.228288579657175
accion-ciudadana,Acción Ciudadana,0,0,0,48.7151041246242,17.322087710135364
resabis-prevencion-salud-y-bienestar-social,"""\""PRESABIS\"" Prevención, Salud y Bienestar Social""",1,1,0,11.278473334156395,32.80280722169945
asociacion-civil-ernesto-shneider-troller,Asociación Civil Ernesto Shneider Troller,0,0,0,40.21609765824197,17.44419529602877
grupo-cidic,Grupo Cidic,4,4,0,11.057738552901148,35.32082098205907
openstreetmap-nicaragua,Openstreetmap Nicaragua,0,0,0,46.24028251494552,39.29803379201029
la-nacion-arg,La Nación,2,2,2.833333333333333,17.15460386488773,6.83086891445453
world-resources-institute-mexico,World Resources Institute México,2,1,0,12.610404969638997,37.093549221131454
fundacion-ensena-por-argentina,Fundación Enseñá Por Argentina,0,0,0,48.61194555379016,23.315917300227984
fundacion-ecomunidad,Fundación Ecomunidad,0,0,0,34.98787019606582,21.225269535414178
beetec-inteligencia-colectiva,Beetec Inteligencia Colectiva,0,0,0,48.3863892234598,33.168840805850806
corporacion-somos-mas,Corporación Somos Más,1,1,0,17.14731268863458,33.8443114670701
transformacion-de-obreros-y-tecnicos-esperanza-de-mexico-totem-a-c,Transformación De Obreros Y Técnicos Esperanza De México Totem A.C,0,0,0,31.13910127414113,26.870211110035275
jmm-tech,Jmm Tech,0,0,0,31.489282963261573,40.94299994717323
brujula-turistica,Brújula Turística,0,0,0,19.12864750141581,40.29148093391566
factus-s-a,"Factus,S.A.",0,0,0,14.296942940499749,40.977605593530726
el-espectador,El espectador,0,0,0,38.1222140730017,39.66089971615103
universidade-federal-de-santa-catarina,Universidade Federal De Santa Catarina,4,4,0,12.963783905785442,14.785928993009952
red-argentina-para-la-cooperacio-n-internacional-raci,Red Argentina Para La Cooperacio´N Internacional (Raci),8,4,0,12.076970190816148,26.42601031286095
openstreetmap,Openstreetmap,22,22,0,21.663613504546884,3.5419401193485687
core-systems,Core Systems,1,1,0,22.458949679948855,27.721056791947355
unicef,Unicef,0,0,0,25.792490755323897,38.37268329541437
seamos,Seamos,0,0,0,34.70641912571141,40.98661076518515
ojo-publico,Ojopúblico,5,3,4.5,32.611860756924735,3.232395136606604
fundacion-mi-sangre,Fundación Mi Sangre,2,1,0,12.585623977471917,17.956473672443753
war-contenidos,War Contenidos,3,3,0,39.7999783427767,9.1944113704189
fundacion-juventud-emprendedora,Fundación Juventud Emprendedora,0,0,0,29.643906744128977,44.59545443686046
v-smart-s-a,V-Smart S.A.,0,0,0,50.961912921898204,29.51199879492007
fundacion-civico-social-pro-cartagena-funcicar,Fundación Cívico Social Pro Cartagena - Funcicar,0,0,0,25.942822190476928,28.485002114939544
lojasoft-solutions,Lojasoft Solutions,0,0,0,33.38183447748745,31.438436960707794
kodevian-enterprise-software-solutions,Kodevian Enterprise Software Solutions,1,1,0,13.67748722518544,30.422479109020884
programa-cidades-sustentaeis,Programa Cidades Sustentaeis,0,0,0,24.203889396209775,38.59801669952884
colaboratorio-de-desenvolvimento-e-participacão-universidade-de-são-paulo,"Colaboratório De Desenvolvimento E Participação, Universidade De São Paulo",6,6,0,7.2163397787820625,28.93068062146995
observatorio-social-de-são-jose-ossj,Observatório Social De São José (Ossj),0,0,0,47.018941773755586,37.87458239522521
ojo-con-mi-pisto,Ojo con mi Pisto,0,0,0,29.89887956969189,35.94899090911533
corporacion-prodepaz,Corporación Prodepaz,1,1,0,15.863851798701862,18.776171042615804
softai,Softai,0,0,0,35.86392857817789,44.943101527729034
data-uruguay,Data Uruguay,5,5,188,23.496372993604304,6.9591594430320605
oeste-mx,Oeste.Mx,0,0,0,44.65852283771502,36.04604763757372
instituto-educadigital,Instituto Educadigital,0,0,0,49.45794916595311,21.28693398297807
corporacion-red-somos,Corporación Red Somos,0,0,0,38.08790236013777,33.069618920981505
hacks-hackers,Hacks Hackers,22,22,0,21.588295686956204,4.046997827678239
democracia-digital,Democracia Digital,0,0,0,21.866557135054833,34.73483474623723
comite-para-la-democratizacion-de-la-informatica-cdi-colombia,Comite Para La Democratización De La Informatica. Cdi Colombia,1,1,0,32.189252488518214,11.12898566588536
protrash,Protrash,0,0,0,30.462627430878143,34.43637816926691
elleven,Elleven,0,0,0,34.22099212240807,37.541287223141595
cide,Cide,22,22,0,21.83072019865096,4.101365479997676
fundacion-naturaleza-para-el-futuro-funafu,Fundación Naturaleza Para El Futuro (Funafu),0,0,0,25.649559263859302,32.96266478283414
diario-de-pernambuco,Diario de Pernambuco,0,0,0,33.282917000089554,21.639895501433326
universidad-nacional-vivelab,Universidad Nacional (Vivelab),1,1,0,17.957124301095945,33.67959235788761
observatorio-del-gasto-fiscal-via-fundacion-contexto-ciudadano,Observatorio del Gasto Fiscal - via Fundación Contexto Ciudadano,3,2,0,36.2911248451381,7.3459356951989925
ine-mx,Institución Nacional de Estadística y Geografía,0,0,0,22.988555693059233,41.554995208321245
grupo-faro,Grupo Faro,5,4,0,11.410754751506262,26.935191867401166
tedic,Tedic,0,0,0,28.772507495762124,41.1258586850221
chequeado,Chequeado,9,5,20.466666666666665,18.627305333976818,6.555849339554281
centro-de-formacão-e-organizacão-comunitaria-ceforc,Centro De Formação E Organização Comunitária - Ceforc,0,0,0,44.595559679400175,22.102799374032543
cultivando-futuro,Cultivando Futuro,0,0,0,28.74479146524843,46.94367579131826
calhau-social,Calhau Social,0,0,0,37.02699776191491,23.58832066236532
fundamedios,Fundamedios,0,0,0,15.664423051620188,34.56889662376467
animal-politico,Animal Político,0,0,0,47.44185454780992,34.441571023704704
fundacion-grupo-civico-etica-y-transparencia-eyt,Fundación Grupo Cívico Ética Y Transparencia (Eyt),1,1,0,17.6503823112929,28.99414862138551
centro-de-investigacion-economica-y-presupuestaria-a-c,Centro De Investigación Económica Y Presupuestaria A.C.,1,1,0,26.119876667131464,16.509775328919012
ideales-soluciones-sociales,Ideales Soluciones  Sociales,0,0,0,47.3496402895018,22.55547597374335
universidad-de-santiago-de-chile-facultad-de-administracion-y-economia,"Universidad De Santiago De Chile, Facultad De Administración Y Economía",4,3,2,36.39658831725028,8.133046864881115
fgv-ceapg-centro-de-estudos-em-administracão-publica-e-governo-da-escola-de-administracão-de-empresas-da-fundacão-getulio-vargas,Fgv.Ceapg - Centro De Estudos Em Administração Pública E Governo Da Escola De Administração De Empresas Da Fundação Getulio Vargas,3,3,0,7.443068922354722,24.327707223554935
observatorio-do-recife,Observatório Do Recife,42,11,0,6.141589770580508,22.48275304609376
centro-de-estudios-ambientales-y-sociales-ceamso,Centro De Estudios Ambientales Y Sociales (Ceamso),0,0,0,13.209678160495116,40.113329508522526
geleia-mob,Geleia .Mob,5,2,0,10.781873061381784,20.9033386527016
investigacion-e-innovacion-factual-a-c,"Investigación E Innovación Factual, A.C.",0,0,0,30.396414543109486,42.96960087544932
asuntos-del-sur,Asuntos Del Sur,2,2,0,18.68259805666053,26.911044763259106
coordinadora-nacional-de-derechos-humanos,Coordinadora Nacional De Derechos Humanos,0,0,0,28.940159231861283,30.013117927254147
eokoe-soluções-tecnologicas-ltda,EOKOE SOLUÇÕES TECNOLÓGICAS LTDA,1,1,0,8.456622606340181,23.10908759319676
asociacion-colectiva-para-la-defensa-de-los-derechos-de-las-mujeres-en-guatemala,Asociación Colectiva Para La Defensa De Los Derechos De Las Mujeres En Guatemala,0,0,0,11.8505692371613,40.29475175359506
ojo-al-voto,Ojo Al Voto,0,0,0,39.38077439962584,15.852140963301999
fundacion-mapocho,Fundación Mapocho,0,0,0,47.072296297147304,16.784895060215096
consejo-civico-de-instituciones-de-nuevo-leon-a-c,"Consejo Cívico De Instituciones De Nuevo León, A.C.",0,0,0,40.83042036029731,15.451884006193792
presidencia,Presidencia,0,0,0,49.936071370293874,22.76470748130178
visual-reporting-technologies-s-de-r-l-de-c-v,"VISUAL REPORTING TECHNOLOGIES, S. DE R.L. DE C.V.",9,3,0,31.123798016476023,6.7631083033549535
ilhasoft,Ilhasoft,0,0,0,15.162792785571552,42.15906758295246
subsidios-claros,Subsidios Claros,3,3,0,17.242342408475242,21.462009427532056
caritas-brasileira-regional-nordeste-ii,Cáritas Brasileira Regional Nordeste Ii,0,0,0,49.02918061427154,19.919998932289115
gana-nariño,GANA - Gobierno Abierto de Nariño,0,0,0,35.877869061642436,34.880246037259646
sociedad-en-movimiento-ac,"Sociedad En Movimiento, Ac",1,1,0,21.846177224326134,19.47184853828073
fundacion-ciencias-de-la-documentacion,Fundación Ciencias De La Documentación,0,0,0,45.541146258157085,18.138912494292555
xue-colombia-ltda,Xue Colombia Ltda,2,2,0,40.97474130396221,6.871987954498658
centro-universitario-de-belo-horizonte-unibh-anima-educacion,Centro Universitario de Belo Horizonte - UniBh / ANIMA Educación,0,0,0,26.54358785792852,34.3585791676891
universidad-de-chile-facultad-de-ciencias-fisicas-y-matematicas-departamento-de-ingenieria-industrial-centro-de-investigacion-en-inteligencia-de-negocios-ceine,"Universidad De Chile, Facultad De Ciencias Físicas Y Matemáticas, Departamento De Ingeniería Industrial, Centro De Investigación En Inteligencia De Negocios (Ceine)",2,2,1,35.5336169666904,7.719070464957125
municipalidad-de-rosario-secretaria-de-economia-social-direccion-general-de-desarrollo-de-la-economia-social,"Municipalidad De Rosario, Secretaria De Economia Social, Dirección General De Desarrollo De La Economía Social",3,3,0,10.802164182990618,30.912784575006068
centro-de-investigaciones-y-estudios-en-antropologia-social,Centro De Investigaciones Y Estudios En Antropología Social,2,2,0,21.92783199078019,7.541711410235374
nucleo-de-informacão-e-coordenacão-do-ponto-br-nic-br,Núcleo De Informação E Coordenação Do Ponto Br - Nic.Br,1,1,0,19.94250302694249,34.72208289430678
cocidade,Cocidade,1,1,0,36.715770604178026,11.406862716584238
krieger-electronics-de-mexico-sa-de-cv,Krieger Electronics De Mexico Sa De Cv,1,1,0,14.085189541966493,24.441650234025797
the-next-services,The Next Services,0,0,0,15.406275678249026,43.370387843390716
mexico-informate,México Infórmate,0,0,0,41.53544193392298,33.63574040026958
impaqto,Impaqto,2,2,0,43.02063312682428,9.118588178873052
malalai-tecnologia-de-seguranca-ltda,Malalai Tecnologia De Segurança Ltda,0,0,0,25.18557518630133,47.214403316759395
centro-tecnologico-ctc,Centro Tecnológico (Ctc),4,4,0,12.084100551860908,15.348660163284102
sociedad-civil-abriendo-datos-costa-rica,Sociedad Civil Abriendo Datos Costa Rica,0,0,0,23.306603659154113,35.56595988201294
uniandes,Uniandes,3,3,64,16.149475730328252,14.5322716856487
associacão-brasileira-de-jornalismo-investigativo,Associação Brasileira De Jornalismo Investigativo,0,0,0,46.872633672526746,15.457314072554238
data-uy,Data UY,1,1,0,23.54886463776768,8.853500335015976
jota-info,O JOTA.info,0,0,0,35.0072224040484,26.33834364150981
tercera-cumbre-ciudadana,tercera-cumbre-ciudadana,0,0,0,39.895753783006356,24.814033836090292
veeduria-distrital-de-bogota-veeduria-delegada-para-la-contratacion,"Veeduria Distrital De Bogotá, Veeduría Delegada Para La Contratación",0,0,0,28.711918416684934,31.695347106039172
centro-de-estudios-para-la-equidad-y-gobernanza-en-los-sistemas-de-salud-cegss,"Centro De Estudios Para La Equidad Y Gobernanza En Los Sistemas De Salud, Cegss",0,0,0,42.84829289386694,39.112655224949194
fundacion-desarrollo-social-lealtad-chile,Fundación Desarrollo Social Lealtad Chile,0,0,0,24.888082077777348,34.82363677836937
o-instituto-ambiental,O Instituto Ambiental,0,0,0,33.95094720246613,22.999562370184783
pontificia-universidad-catolica-del-peru,Pontificia Universidad Católica Del Perú,0,0,0,39.92730890927229,22.44938185446533
fundacion-base-publica,Fundación Base Pública,0,0,0,31.509148845702434,43.97653915948517
ada,Ada,23,23,108.40000000000008,20.8246916766623,4.685927395371475
quartz,Quartz,0,0,0,38.005255456875794,29.55047330407062
delpuerto-comunicaciones,Delpuerto Comunicaciones,0,0,0,40.126972928206385,37.17729950672315
comunicacion-corporativa-de-centroamerica,Comunicación Corporativa De Centroamérica,0,0,0,43.186262869931234,33.84995148186963
gafit-solucões-em-automacão-ltda-me,Gafit Soluções Em Automação Ltda - Me,3,3,0,20.35903935941692,13.469529992718243
cooperativa-aca-comunicaciones,Cooperativa Acá Comunicaciones,1,1,0,16.224119250463833,27.206332209220314
acecci-associacão-cearense-de-combate-a-corrupcão-e-a-impunidade,Acecci - Associação Cearense De Combate À Corrupção E À Impunidade,6,2,0,30.079692368881574,4.26541955748968
instituto-de-estudios-del-trabajo-inet,Instituto De Estudios Del Trabajo -Inet-,1,1,0,24.38827662676969,20.779816072673135
ea-tech,Ea Tech,0,0,0,32.027256269448515,42.50987031557439
instituto-demos,Instituto Demos,0,0,0,45.41976422286835,37.96375088425085
mapas-coletivos,Mapas Coletivos,1,1,0,32.00346109513685,13.452522783857079
centro-bicicultura,Centro Bicicultura,0,0,0,27.545274313850072,42.561298223572855
dtlnet-ltda,Dtlnet Ltda.,1,1,0,33.348165084801074,7.129376272249042
faculdade-latino-americana-de-ciencias-sociais-flacso,Faculdade Latino-Americana De Ciências Sociais (Flacso),3,3,0,10.731847786294175,24.01211447760401
corporacion-control-social-colombia,Corporación Control Social Colombia,0,0,0,38.859646132565516,35.0037596788896
explico-s-a,"Explico, S.A.",1,1,0,14.374731751260878,20.207033667086503
fundacion-biciaccion,Fundación Biciacción,1,1,0,24.851182681369103,18.725227006805348
fundacion-conocimiento-abierto,Fundación Conocimiento Abierto,4,3,31.5,25.080518122270234,5.408823408366331
universidad-industrial-de-santander,Universidad Industrial De Santander,4,4,0,10.882242931547237,34.63096293231186
cedaps-centro-de-promoção-da-saude,CEDAPS - CENTRO DE PROMOÇÃO DA SAÚDE,1,1,0,21.19833576013111,16.095163968671322
cainfo,Cainfo,25,25,300.3333333333333,22.224381292413252,4.603099016734473
ae-edg,Ae Edg,0,0,0,42.74740786474561,27.104079303366337
pacifista-col,Pacifista,0,0,0,39.41327327054557,41.75934512317354
opendata-py,Opendata.Py,0,0,0,22.96860359653566,43.353093699064786
lar-de-maria-dolores,Lar De Maria Dolores,1,1,0,29.022940002097464,20.845005962267194
fundacao-educativa-e-cultural-arca,Fundação Educativa E Cultural - Arca,4,2,0.5,29.39672796979757,4.077860803888882
centro-de-promocion-de-la-mujer-gregoria-apaza-cpmga,Centro De Promoción De La Mujer Gregoria Apaza- Cpmga,1,1,0,16.383710318996705,23.941478243551618
trujillo-ahora,Trujillo Ahora,3,3,0.25,9.444678160379036,18.32596370366112
instituto-banco-da-periferia-palmas-lab,Instituto Banco Da Periferia - Palmas Lab,6,2,0,30.02854360473426,3.6988074231337595
instituto-stela,Instituto Stela,1,1,0,26.373914257911295,13.720908010062754
bikedash,Bikedash,0,0,0,17.049076823730967,35.7109676039163
sistemas-de-informacion-geografica-para-la-planeacion-y-ordenamiento-del-territorio-sigpot-sa-de-cv,Sistemas De Información Geográfica Para La Planeación Y Ordenamiento Del Territorio (Sigpot Sa De Cv),0,0,0,19.09560578979354,45.528331731294145
centro-peruano-para-la-resiliencia-de-socioecosistemas-urbanos-centro-urbes,Centro Peruano Para La Resiliencia De Socioecosistemas Urbanos - Centro Urbes,1,1,0,14.53175976074537,30.693114467846296
